Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),TOT-RF (mm),SR (W/mt2),BP (mmHg),station_id,station_name,network,source_file
2025-11-24,166.79,248.75,21.01,25.46,30.63,24.23,7.03,1.59,36.93,3.72,27.15,17.43,79.0,1.87,84.0,0.0,82.55,998.26,STN_042,Sri Aurobindo Marg,DPCC,"raw_data_data_sri_aurobindo_marg,_delhi_-_dpcc_1D.csv"
2025-11-25,157.96,239.21,23.14,26.89,33.11,23.46,7.63,1.6,35.09,3.76,28.92,16.91,70.32,2.08,84.03,0.0,81.8,998.33,STN_042,Sri Aurobindo Marg,DPCC,"raw_data_data_sri_aurobindo_marg,_delhi_-_dpcc_1D.csv"
2025-11-26,138.25,220.71,20.79,27.19,31.36,22.88,6.62,1.55,37.86,3.61,23.5,16.8,72.86,1.84,88.62,0.0,84.0,998.29,STN_042,Sri Aurobindo Marg,DPCC,"raw_data_data_sri_aurobindo_marg,_delhi_-_dpcc_1D.csv"
2025-11-27,176.03,261.59,49.9,38.33,60.95,22.97,7.61,2.37,30.18,6.65,42.35,16.79,75.32,1.7,91.61,0.0,73.27,998.88,STN_042,Sri Aurobindo Marg,DPCC,"raw_data_data_sri_aurobindo_marg,_delhi_-_dpcc_1D.csv"
2025-11-28,161.92,242.08,45.82,38.18,57.55,21.23,7.69,2.01,35.27,4.89,42.41,17.33,74.28,2.0,83.35,0.0,75.41,998.09,STN_042,Sri Aurobindo Marg,DPCC,"raw_data_data_sri_aurobindo_marg,_delhi_-_dpcc_1D.csv"
2025-11-29,119.92,203.96,26.63,39.67,42.52,21.75,6.18,1.56,28.41,3.06,21.55,18.07,69.55,2.24,86.01,0.0,77.54,997.05,STN_042,Sri Aurobindo Marg,DPCC,"raw_data_data_sri_aurobindo_marg,_delhi_-_dpcc_1D.csv"
2025-11-30,123.29,212.83,16.6,33.86,31.5,21.57,7.71,1.43,29.94,2.7,12.67,16.34,71.28,2.19,82.9,0.0,72.82,996.83,STN_042,Sri Aurobindo Marg,DPCC,"raw_data_data_sri_aurobindo_marg,_delhi_-_dpcc_1D.csv"
2025-12-01,118.32,194.34,33.33,34.45,45.42,20.15,8.32,1.89,33.16,3.16,23.46,16.36,71.51,1.84,87.08,0.0,82.25,996.72,STN_042,Sri Aurobindo Marg,DPCC,"raw_data_data_sri_aurobindo_marg,_delhi_-_dpcc_1D.csv"
2025-12-02,211.08,318.42,75.2,36.63,80.61,23.76,8.41,2.6,35.84,7.15,50.83,17.41,71.93,1.73,104.78,0.0,70.93,996.67,STN_042,Sri Aurobindo Marg,DPCC,"raw_data_data_sri_aurobindo_marg,_delhi_-_dpcc_1D.csv"
2025-12-03,133.83,213.71,23.78,33.26,37.03,21.27,6.83,1.68,33.41,7.4,51.6,15.8,72.3,2.21,75.8,0.0,77.41,998.27,STN_042,Sri Aurobindo Marg,DPCC,"raw_data_data_sri_aurobindo_marg,_delhi_-_dpcc_1D.csv"
2025-12-04,144.25,225.92,19.69,31.93,32.98,21.91,5.87,1.65,33.2,7.4,51.6,15.17,73.7,2.28,81.08,0.0,79.24,998.81,STN_042,Sri Aurobindo Marg,DPCC,"raw_data_data_sri_aurobindo_marg,_delhi_-_dpcc_1D.csv"
2025-12-05,128.92,212.46,15.13,34.1,30.44,20.87,6.49,1.61,32.79,5.78,41.87,15.35,73.48,2.01,90.26,0.0,74.4,999.32,STN_042,Sri Aurobindo Marg,DPCC,"raw_data_data_sri_aurobindo_marg,_delhi_-_dpcc_1D.csv"
2025-12-06,136.25,225.21,10.33,37.18,28.17,22.56,6.92,1.42,37.76,2.62,8.0,16.55,68.33,2.68,85.94,0.0,75.59,998.77,STN_042,Sri Aurobindo Marg,DPCC,"raw_data_data_sri_aurobindo_marg,_delhi_-_dpcc_1D.csv"
2025-12-07,132.0,218.04,8.63,33.73,24.87,25.13,7.81,1.45,36.09,2.5,6.56,16.88,71.5,2.46,81.38,0.0,71.18,998.59,STN_042,Sri Aurobindo Marg,DPCC,"raw_data_data_sri_aurobindo_marg,_delhi_-_dpcc_1D.csv"
2025-12-08,142.0,248.42,9.95,48.51,33.89,27.61,7.83,1.49,36.69,2.71,13.42,17.95,66.57,2.79,87.26,0.0,72.43,998.23,STN_042,Sri Aurobindo Marg,DPCC,"raw_data_data_sri_aurobindo_marg,_delhi_-_dpcc_1D.csv"
2025-12-09,123.18,230.69,8.81,35.52,25.98,28.69,8.26,1.39,42.16,2.44,9.09,17.71,65.31,2.7,91.43,0.0,73.43,997.98,STN_042,Sri Aurobindo Marg,DPCC,"raw_data_data_sri_aurobindo_marg,_delhi_-_dpcc_1D.csv"
2025-12-10,95.84,175.03,15.49,37.47,32.52,27.7,7.11,1.4,34.59,2.03,13.32,17.81,64.51,2.62,85.87,0.0,73.92,998.04,STN_042,Sri Aurobindo Marg,DPCC,"raw_data_data_sri_aurobindo_marg,_delhi_-_dpcc_1D.csv"
2025-12-11,108.12,188.67,27.0,29.16,37.44,27.11,6.66,1.64,29.57,2.85,23.7,16.96,72.29,2.11,84.03,0.0,68.97,997.49,STN_042,Sri Aurobindo Marg,DPCC,"raw_data_data_sri_aurobindo_marg,_delhi_-_dpcc_1D.csv"
2025-12-12,147.28,229.58,58.69,28.12,62.51,27.96,7.51,2.01,32.4,3.9,36.87,16.84,74.01,1.79,84.04,0.0,65.85,997.16,STN_042,Sri Aurobindo Marg,DPCC,"raw_data_data_sri_aurobindo_marg,_delhi_-_dpcc_1D.csv"
2025-12-13,273.05,397.78,64.54,29.64,66.28,33.4,7.82,2.75,24.55,6.46,48.73,16.61,77.32,1.7,118.17,0.0,63.12,997.63,STN_042,Sri Aurobindo Marg,DPCC,"raw_data_data_sri_aurobindo_marg,_delhi_-_dpcc_1D.csv"
2025-12-14,285.4,404.02,33.11,22.97,38.1,36.09,8.56,2.33,22.91,5.67,33.87,16.64,79.74,1.7,115.37,0.0,61.53,998.27,STN_042,Sri Aurobindo Marg,DPCC,"raw_data_data_sri_aurobindo_marg,_delhi_-_dpcc_1D.csv"
2025-12-15,207.3,291.68,14.48,31.65,28.64,36.31,7.24,1.81,27.87,4.94,26.08,16.98,76.12,2.17,82.6,0.0,60.49,998.1,STN_042,Sri Aurobindo Marg,DPCC,"raw_data_data_sri_aurobindo_marg,_delhi_-_dpcc_1D.csv"
2025-12-16,146.62,227.46,12.04,33.92,27.83,33.48,6.3,1.5,30.25,5.18,13.95,17.13,72.35,2.59,85.47,0.0,67.63,997.56,STN_042,Sri Aurobindo Marg,DPCC,"raw_data_data_sri_aurobindo_marg,_delhi_-_dpcc_1D.csv"
2025-12-17,133.5,204.33,11.15,32.25,26.21,34.3,5.93,1.54,32.82,4.38,6.65,17.16,74.25,2.55,85.06,0.0,64.88,998.03,STN_042,Sri Aurobindo Marg,DPCC,"raw_data_data_sri_aurobindo_marg,_delhi_-_dpcc_1D.csv"
2025-12-18,240.24,361.76,27.54,27.14,36.82,36.32,7.09,2.43,7.06,10.43,30.29,17.07,68.92,1.83,97.56,0.0,42.45,996.35,STN_042,Sri Aurobindo Marg,DPCC,"raw_data_data_sri_aurobindo_marg,_delhi_-_dpcc_1D.csv"
2025-12-19,178.62,246.83,23.17,39.38,39.78,40.99,6.77,2.13,16.78,8.2,20.93,20.15,43.57,2.28,83.6,0.0,51.27,990.4,STN_042,Sri Aurobindo Marg,DPCC,"raw_data_data_sri_aurobindo_marg,_delhi_-_dpcc_1D.csv"
2025-12-20,223.33,313.12,43.66,30.51,51.72,37.96,6.43,2.5,7.2,8.96,25.17,14.9,57.8,1.95,182.78,0.0,46.5,990.04,STN_042,Sri Aurobindo Marg,DPCC,"raw_data_data_sri_aurobindo_marg,_delhi_-_dpcc_1D.csv"
2025-12-21,185.33,294.54,13.09,29.17,26.16,47.62,8.14,1.94,14.63,7.46,14.23,11.59,92.44,2.01,200.0,0.0,47.55,990.96,STN_042,Sri Aurobindo Marg,DPCC,"raw_data_data_sri_aurobindo_marg,_delhi_-_dpcc_1D.csv"
2025-12-22,213.88,351.67,13.08,30.91,27.06,47.02,8.02,2.19,22.39,10.7,22.8,11.86,89.69,1.94,154.75,0.0,48.97,990.8,STN_042,Sri Aurobindo Marg,DPCC,"raw_data_data_sri_aurobindo_marg,_delhi_-_dpcc_1D.csv"
2025-12-23,235.71,338.46,31.04,35.16,43.94,51.33,7.37,2.37,23.9,10.7,22.8,12.12,86.42,2.47,85.98,0.0,65.3,989.94,STN_042,Sri Aurobindo Marg,DPCC,"raw_data_data_sri_aurobindo_marg,_delhi_-_dpcc_1D.csv"
2025-12-24,79.25,128.38,10.21,25.86,22.06,38.01,6.17,1.33,26.15,10.7,22.8,11.91,81.21,2.9,83.67,0.0,64.83,989.83,STN_042,Sri Aurobindo Marg,DPCC,"raw_data_data_sri_aurobindo_marg,_delhi_-_dpcc_1D.csv"
2025-12-25,98.88,165.79,27.11,24.66,35.16,31.24,6.69,1.7,30.05,10.7,22.8,10.95,75.92,2.09,89.32,0.0,66.02,990.41,STN_042,Sri Aurobindo Marg,DPCC,"raw_data_data_sri_aurobindo_marg,_delhi_-_dpcc_1D.csv"
2025-12-26,167.62,249.75,40.27,23.69,45.34,31.29,7.4,2.07,26.38,7.9,21.2,11.06,78.71,2.14,88.09,0.0,62.92,990.79,STN_042,Sri Aurobindo Marg,DPCC,"raw_data_data_sri_aurobindo_marg,_delhi_-_dpcc_1D.csv"
2025-12-27,203.54,293.0,37.27,26.79,44.55,34.25,6.05,1.91,26.61,6.91,25.71,11.04,83.07,2.13,84.98,0.0,59.16,990.65,STN_042,Sri Aurobindo Marg,DPCC,"raw_data_data_sri_aurobindo_marg,_delhi_-_dpcc_1D.csv"
2025-12-28,235.75,331.96,37.16,25.24,43.63,33.25,7.92,2.21,27.79,7.33,21.24,10.97,80.3,1.99,97.61,0.0,65.23,990.96,STN_042,Sri Aurobindo Marg,DPCC,"raw_data_data_sri_aurobindo_marg,_delhi_-_dpcc_1D.csv"
2025-12-29,222.88,308.67,22.48,30.06,34.26,42.15,7.88,2.14,12.26,7.89,18.38,11.1,91.99,1.8,169.38,0.0,47.43,990.95,STN_042,Sri Aurobindo Marg,DPCC,"raw_data_data_sri_aurobindo_marg,_delhi_-_dpcc_1D.csv"
2025-12-30,170.33,258.42,36.68,44.96,53.46,37.47,7.77,2.04,16.07,6.62,20.68,11.17,85.73,2.06,110.28,0.0,52.12,989.52,STN_042,Sri Aurobindo Marg,DPCC,"raw_data_data_sri_aurobindo_marg,_delhi_-_dpcc_1D.csv"
2025-12-31,222.79,328.5,42.59,41.54,56.71,29.54,7.12,2.43,3.55,8.73,23.79,11.96,91.28,2.08,198.35,0.0,30.64,988.85,STN_042,Sri Aurobindo Marg,DPCC,"raw_data_data_sri_aurobindo_marg,_delhi_-_dpcc_1D.csv"
2025-01-01,,,,,,,,,,,,,,,,0.0,,,STN_043,Talkatora Garden,DPCC,"raw_data_data_talkatora_garden,_delhi_-_dpcc_1D.csv"
2025-01-02,,,,,,,,,,,,,,,,0.0,,,STN_043,Talkatora Garden,DPCC,"raw_data_data_talkatora_garden,_delhi_-_dpcc_1D.csv"
2025-01-03,,,,,,,,,,,,,,,,0.0,,,STN_043,Talkatora Garden,DPCC,"raw_data_data_talkatora_garden,_delhi_-_dpcc_1D.csv"
2025-01-04,,,,,,,,,,,,,,,,0.0,,,STN_043,Talkatora Garden,DPCC,"raw_data_data_talkatora_garden,_delhi_-_dpcc_1D.csv"
2025-01-05,,,,,,,,,,,,,,,,0.0,,,STN_043,Talkatora Garden,DPCC,"raw_data_data_talkatora_garden,_delhi_-_dpcc_1D.csv"
2025-01-06,,,,,,,,,,,,,,,,0.0,,,STN_043,Talkatora Garden,DPCC,"raw_data_data_talkatora_garden,_delhi_-_dpcc_1D.csv"
2025-01-07,,,,,,,,,,,,,,,,0.0,,,STN_043,Talkatora Garden,DPCC,"raw_data_data_talkatora_garden,_delhi_-_dpcc_1D.csv"
2025-01-08,,,,,,,,,,,,,,,,0.0,,,STN_043,Talkatora Garden,DPCC,"raw_data_data_talkatora_garden,_delhi_-_dpcc_1D.csv"
2025-01-09,,,,,,,,,,,,,,,,0.0,,,STN_043,Talkatora Garden,DPCC,"raw_data_data_talkatora_garden,_delhi_-_dpcc_1D.csv"
2025-01-10,,,,,,,,,,,,,,,,0.0,,,STN_043,Talkatora Garden,DPCC,"raw_data_data_talkatora_garden,_delhi_-_dpcc_1D.csv"
2025-01-11,,,,,,,,,,,,,,,,0.0,,,STN_043,Talkatora Garden,DPCC,"raw_data_data_talkatora_garden,_delhi_-_dpcc_1D.csv"
2025-01-12,,,,,,,,,,,,,,,,0.0,,,STN_043,Talkatora Garden,DPCC,"raw_data_data_talkatora_garden,_delhi_-_dpcc_1D.csv"
2025-01-13,,,,,,,,,,,,,,,,0.0,,,STN_043,Talkatora Garden,DPCC,"raw_data_data_talkatora_garden,_delhi_-_dpcc_1D.csv"
2025-01-14,,,,,,,,,,,,,,,,0.0,,,STN_043,Talkatora Garden,DPCC,"raw_data_data_talkatora_garden,_delhi_-_dpcc_1D.csv"
2025-01-15,,,,,,,,,,,,,,,,0.0,,,STN_043,Talkatora Garden,DPCC,"raw_data_data_talkatora_garden,_delhi_-_dpcc_1D.csv"
2025-01-16,,,,,,,,,,,,,,,,0.0,,,STN_043,Talkatora Garden,DPCC,"raw_data_data_talkatora_garden,_delhi_-_dpcc_1D.csv"
2025-01-17,,,,,,,,,,,,,,,,0.0,,,STN_043,Talkatora Garden,DPCC,"raw_data_data_talkatora_garden,_delhi_-_dpcc_1D.csv"
2025-01-18,,,,,,,,,,,,,,,,0.0,,,STN_043,Talkatora Garden,DPCC,"raw_data_data_talkatora_garden,_delhi_-_dpcc_1D.csv"
2025-01-19,,,,,,,,,,,,,,,,0.0,,,STN_043,Talkatora Garden,DPCC,"raw_data_data_talkatora_garden,_delhi_-_dpcc_1D.csv"
2025-01-20,,,,,,,,,,,,,,,,0.0,,,STN_043,Talkatora Garden,DPCC,"raw_data_data_talkatora_garden,_delhi_-_dpcc_1D.csv"
2025-01-21,,,,,,,,,,,,,,,,0.0,,,STN_043,Talkatora Garden,DPCC,"raw_data_data_talkatora_garden,_delhi_-_dpcc_1D.csv"
2025-01-22,,,,,,,,,,,,,,,,0.0,,,STN_043,Talkatora Garden,DPCC,"raw_data_data_talkatora_garden,_delhi_-_dpcc_1D.csv"
2025-01-23,,,,,,,,,,,,,,,,0.0,,,STN_043,Talkatora Garden,DPCC,"raw_data_data_talkatora_garden,_delhi_-_dpcc_1D.csv"
2025-01-24,,,,,,,,,,,,,,,,0.0,,,STN_043,Talkatora Garden,DPCC,"raw_data_data_talkatora_garden,_delhi_-_dpcc_1D.csv"
2025-01-25,,,,,,,,,,,,,,,,0.0,,,STN_043,Talkatora Garden,DPCC,"raw_data_data_talkatora_garden,_delhi_-_dpcc_1D.csv"
2025-01-26,,,,,,,,,,,,,,,,0.0,,,STN_043,Talkatora Garden,DPCC,"raw_data_data_talkatora_garden,_delhi_-_dpcc_1D.csv"
2025-01-27,,,,,,,,,,,,,,,,0.0,,,STN_043,Talkatora Garden,DPCC,"raw_data_data_talkatora_garden,_delhi_-_dpcc_1D.csv"
2025-01-28,,,,,,,,,,,,,,,,0.0,,,STN_043,Talkatora Garden,DPCC,"raw_data_data_talkatora_garden,_delhi_-_dpcc_1D.csv"
2025-01-29,,,,,,,,,,,,,,,,0.0,,,STN_043,Talkatora Garden,DPCC,"raw_data_data_talkatora_garden,_delhi_-_dpcc_1D.csv"
2025-01-30,,,,,,,,,,,,,,,,0.0,,,STN_043,Talkatora Garden,DPCC,"raw_data_data_talkatora_garden,_delhi_-_dpcc_1D.csv"
2025-01-31,,,,,,,,,,,,,,,,0.0,,,STN_043,Talkatora Garden,DPCC,"raw_data_data_talkatora_garden,_delhi_-_dpcc_1D.csv"
2025-02-01,,,,,,,,,,,,,,,,0.0,,,STN_043,Talkatora Garden,DPCC,"raw_data_data_talkatora_garden,_delhi_-_dpcc_1D.csv"
2025-02-02,,,,,,,,,,,,,,,,0.0,,,STN_043,Talkatora Garden,DPCC,"raw_data_data_talkatora_garden,_delhi_-_dpcc_1D.csv"
2025-02-03,,,,,,,,,,,,,,,,0.0,,,STN_043,Talkatora Garden,DPCC,"raw_data_data_talkatora_garden,_delhi_-_dpcc_1D.csv"
2025-02-04,,,,,,,,,,,,,,,,0.0,,,STN_043,Talkatora Garden,DPCC,"raw_data_data_talkatora_garden,_delhi_-_dpcc_1D.csv"
2025-02-05,,,,,,,,,,,,,,,,0.0,,,STN_043,Talkatora Garden,DPCC,"raw_data_data_talkatora_garden,_delhi_-_dpcc_1D.csv"
2025-02-06,,,,,,,,,,,,,,,,0.0,,,STN_043,Talkatora Garden,DPCC,"raw_data_data_talkatora_garden,_delhi_-_dpcc_1D.csv"
2025-02-07,,,,,,,,,,,,,,,,0.0,,,STN_043,Talkatora Garden,DPCC,"raw_data_data_talkatora_garden,_delhi_-_dpcc_1D.csv"
2025-02-08,,,,,,,,,,,,,,,,0.0,,,STN_043,Talkatora Garden,DPCC,"raw_data_data_talkatora_garden,_delhi_-_dpcc_1D.csv"
2025-02-09,,,,,,,,,,,,,,,,0.0,,,STN_043,Talkatora Garden,DPCC,"raw_data_data_talkatora_garden,_delhi_-_dpcc_1D.csv"
2025-02-10,,,,,,,,,,,,,,,,0.0,,,STN_043,Talkatora Garden,DPCC,"raw_data_data_talkatora_garden,_delhi_-_dpcc_1D.csv"
2025-02-11,,,,,,,,,,,,,,,,0.0,,,STN_043,Talkatora Garden,DPCC,"raw_data_data_talkatora_garden,_delhi_-_dpcc_1D.csv"
2025-02-12,,,,,,,,,,,,,,,,0.0,,,STN_043,Talkatora Garden,DPCC,"raw_data_data_talkatora_garden,_delhi_-_dpcc_1D.csv"
2025-02-13,,,,,,,,,,,,,,,,0.0,,,STN_043,Talkatora Garden,DPCC,"raw_data_data_talkatora_garden,_delhi_-_dpcc_1D.csv"
2025-02-14,,,,,,,,,,,,,,,,0.0,,,STN_043,Talkatora Garden,DPCC,"raw_data_data_talkatora_garden,_delhi_-_dpcc_1D.csv"
2025-02-15,,,,,,,,,,,,,,,,0.0,,,STN_043,Talkatora Garden,DPCC,"raw_data_data_talkatora_garden,_delhi_-_dpcc_1D.csv"
2025-02-16,,,,,,,,,,,,,,,,0.0,,,STN_043,Talkatora Garden,DPCC,"raw_data_data_talkatora_garden,_delhi_-_dpcc_1D.csv"
2025-02-17,,,,,,,,,,,,,,,,0.0,,,STN_043,Talkatora Garden,DPCC,"raw_data_data_talkatora_garden,_delhi_-_dpcc_1D.csv"
2025-02-18,,,,,,,,,,,,,,,,0.0,,,STN_043,Talkatora Garden,DPCC,"raw_data_data_talkatora_garden,_delhi_-_dpcc_1D.csv"
2025-02-19,,,,,,,,,,,,,,,,0.0,,,STN_043,Talkatora Garden,DPCC,"raw_data_data_talkatora_garden,_delhi_-_dpcc_1D.csv"
2025-02-20,,,,,,,,,,,,,,,,0.0,,,STN_043,Talkatora Garden,DPCC,"raw_data_data_talkatora_garden,_delhi_-_dpcc_1D.csv"
2025-02-21,,,,,,,,,,,,,,,,0.0,,,STN_043,Talkatora Garden,DPCC,"raw_data_data_talkatora_garden,_delhi_-_dpcc_1D.csv"
2025-02-22,,,,,,,,,,,,,,,,0.0,,,STN_043,Talkatora Garden,DPCC,"raw_data_data_talkatora_garden,_delhi_-_dpcc_1D.csv"
2025-02-23,,,,,,,,,,,,,,,,0.0,,,STN_043,Talkatora Garden,DPCC,"raw_data_data_talkatora_garden,_delhi_-_dpcc_1D.csv"
2025-02-24,,,,,,,,,,,,,,,,0.0,,,STN_043,Talkatora Garden,DPCC,"raw_data_data_talkatora_garden,_delhi_-_dpcc_1D.csv"
2025-02-25,,,,,,,,,,,,,,,,0.0,,,STN_043,Talkatora Garden,DPCC,"raw_data_data_talkatora_garden,_delhi_-_dpcc_1D.csv"
2025-02-26,,,,,,,,,,,,,,,,0.0,,,STN_043,Talkatora Garden,DPCC,"raw_data_data_talkatora_garden,_delhi_-_dpcc_1D.csv"
2025-02-27,,,,,,,,,,,,,,,,0.0,,,STN_043,Talkatora Garden,DPCC,"raw_data_data_talkatora_garden,_delhi_-_dpcc_1D.csv"
2025-02-28,,,,,,,,,,,,,,,,0.0,,,STN_043,Talkatora Garden,DPCC,"raw_data_data_talkatora_garden,_delhi_-_dpcc_1D.csv"
2025-03-01,,,,,,,,,,,,,,,,0.0,,,STN_043,Talkatora Garden,DPCC,"raw_data_data_talkatora_garden,_delhi_-_dpcc_1D.csv"
2025-03-02,,,,,,,,,,,,,,,,0.0,,,STN_043,Talkatora Garden,DPCC,"raw_data_data_talkatora_garden,_delhi_-_dpcc_1D.csv"
2025-03-03,,,,,,,,,,,,,,,,0.0,,,STN_043,Talkatora Garden,DPCC,"raw_data_data_talkatora_garden,_delhi_-_dpcc_1D.csv"
2025-03-04,,,,,,,,,,,,,,,,0.0,,,STN_043,Talkatora Garden,DPCC,"raw_data_data_talkatora_garden,_delhi_-_dpcc_1D.csv"
2025-03-05,,,,,,,,,,,,,,,,0.0,,,STN_043,Talkatora Garden,DPCC,"raw_data_data_talkatora_garden,_delhi_-_dpcc_1D.csv"
2025-03-06,,,,,,,,,,,,,,,,0.0,,,STN_043,Talkatora Garden,DPCC,"raw_data_data_talkatora_garden,_delhi_-_dpcc_1D.csv"
2025-03-07,,,,,,,,,,,,,,,,0.0,,,STN_043,Talkatora Garden,DPCC,"raw_data_data_talkatora_garden,_delhi_-_dpcc_1D.csv"
2025-03-08,,,,,,,,,,,,,,,,0.0,,,STN_043,Talkatora Garden,DPCC,"raw_data_data_talkatora_garden,_delhi_-_dpcc_1D.csv"
2025-03-09,,,,,,,,,,,,,,,,0.0,,,STN_043,Talkatora Garden,DPCC,"raw_data_data_talkatora_garden,_delhi_-_dpcc_1D.csv"
2025-03-10,,,,,,,,,,,,,,,,0.0,,,STN_043,Talkatora Garden,DPCC,"raw_data_data_talkatora_garden,_delhi_-_dpcc_1D.csv"
2025-03-11,,,,,,,,,,,,,,,,0.0,,,STN_043,Talkatora Garden,DPCC,"raw_data_data_talkatora_garden,_delhi_-_dpcc_1D.csv"
2025-03-12,,,,,,,,,,,,,,,,0.0,,,STN_043,Talkatora Garden,DPCC,"raw_data_data_talkatora_garden,_delhi_-_dpcc_1D.csv"
2025-03-13,,,,,,,,,,,,,,,,0.0,,,STN_043,Talkatora Garden,DPCC,"raw_data_data_talkatora_garden,_delhi_-_dpcc_1D.csv"
2025-03-14,,,,,,,,,,,,,,,,0.0,,,STN_043,Talkatora Garden,DPCC,"raw_data_data_talkatora_garden,_delhi_-_dpcc_1D.csv"
2025-03-15,,,,,,,,,,,,,,,,0.0,,,STN_043,Talkatora Garden,DPCC,"raw_data_data_talkatora_garden,_delhi_-_dpcc_1D.csv"
2025-03-16,,,,,,,,,,,,,,,,0.0,,,STN_043,Talkatora Garden,DPCC,"raw_data_data_talkatora_garden,_delhi_-_dpcc_1D.csv"
2025-03-17,,,,,,,,,,,,,,,,0.0,,,STN_043,Talkatora Garden,DPCC,"raw_data_data_talkatora_garden,_delhi_-_dpcc_1D.csv"
2025-03-18,,,,,,,,,,,,,,,,0.0,,,STN_043,Talkatora Garden,DPCC,"raw_data_data_talkatora_garden,_delhi_-_dpcc_1D.csv"
2025-03-19,,,,,,,,,,,,,,,,0.0,,,STN_043,Talkatora Garden,DPCC,"raw_data_data_talkatora_garden,_delhi_-_dpcc_1D.csv"
2025-03-20,,,,,,,,,,,,,,,,0.0,,,STN_043,Talkatora Garden,DPCC,"raw_data_data_talkatora_garden,_delhi_-_dpcc_1D.csv"
2025-03-21,,,,,,,,,,,,,,,,0.0,,,STN_043,Talkatora Garden,DPCC,"raw_data_data_talkatora_garden,_delhi_-_dpcc_1D.csv"
2025-03-22,,,,,,,,,,,,,,,,0.0,,,STN_043,Talkatora Garden,DPCC,"raw_data_data_talkatora_garden,_delhi_-_dpcc_1D.csv"
2025-03-23,,,,,,,,,,,,,,,,0.0,,,STN_043,Talkatora Garden,DPCC,"raw_data_data_talkatora_garden,_delhi_-_dpcc_1D.csv"
2025-03-24,,,,,,,,,,,,,,,,0.0,,,STN_043,Talkatora Garden,DPCC,"raw_data_data_talkatora_garden,_delhi_-_dpcc_1D.csv"
2025-03-25,,,,,,,,,,,,,,,,0.0,,,STN_043,Talkatora Garden,DPCC,"raw_data_data_talkatora_garden,_delhi_-_dpcc_1D.csv"
2025-03-26,,,,,,,,,,,,,,,,0.0,,,STN_043,Talkatora Garden,DPCC,"raw_data_data_talkatora_garden,_delhi_-_dpcc_1D.csv"
2025-03-27,,,,,,,,,,,,,,,,0.0,,,STN_043,Talkatora Garden,DPCC,"raw_data_data_talkatora_garden,_delhi_-_dpcc_1D.csv"
2025-03-28,,,,,,,,,,,,,,,,0.0,,,STN_043,Talkatora Garden,DPCC,"raw_data_data_talkatora_garden,_delhi_-_dpcc_1D.csv"
2025-03-29,,,,,,,,,,,,,,,,0.0,,,STN_043,Talkatora Garden,DPCC,"raw_data_data_talkatora_garden,_delhi_-_dpcc_1D.csv"
2025-03-30,,,,,,,,,,,,,,,,0.0,,,STN_043,Talkatora Garden,DPCC,"raw_data_data_talkatora_garden,_delhi_-_dpcc_1D.csv"
2025-03-31,,,,,,,,,,,,,,,,0.0,,,STN_043,Talkatora Garden,DPCC,"raw_data_data_talkatora_garden,_delhi_-_dpcc_1D.csv"
2025-04-01,,,,,,,,,,,,,,,,0.0,,,STN_043,Talkatora Garden,DPCC,"raw_data_data_talkatora_garden,_delhi_-_dpcc_1D.csv"
2025-04-02,,,,,,,,,,,,,,,,0.0,,,STN_043,Talkatora Garden,DPCC,"raw_data_data_talkatora_garden,_delhi_-_dpcc_1D.csv"
2025-04-03,,,,,,,,,,,,,,,,0.0,,,STN_043,Talkatora Garden,DPCC,"raw_data_data_talkatora_garden,_delhi_-_dpcc_1D.csv"
2025-04-04,,,,,,,,,,,,,,,,0.0,,,STN_043,Talkatora Garden,DPCC,"raw_data_data_talkatora_garden,_delhi_-_dpcc_1D.csv"
2025-04-05,,,,,,,,,,,,,,,,0.0,,,STN_043,Talkatora Garden,DPCC,"raw_data_data_talkatora_garden,_delhi_-_dpcc_1D.csv"
2025-04-06,,,,,,,,,,,,,,,,0.0,,,STN_043,Talkatora Garden,DPCC,"raw_data_data_talkatora_garden,_delhi_-_dpcc_1D.csv"
2025-04-07,,,,,,,,,,,,,,,,0.0,,,STN_043,Talkatora Garden,DPCC,"raw_data_data_talkatora_garden,_delhi_-_dpcc_1D.csv"
2025-04-08,,,,,,,,,,,,,,,,0.0,,,STN_043,Talkatora Garden,DPCC,"raw_data_data_talkatora_garden,_delhi_-_dpcc_1D.csv"
2025-04-09,,,,,,,,,,,,,,,,0.0,,,STN_043,Talkatora Garden,DPCC,"raw_data_data_talkatora_garden,_delhi_-_dpcc_1D.csv"
2025-04-10,,,,,,,,,,,,,,,,0.0,,,STN_043,Talkatora Garden,DPCC,"raw_data_data_talkatora_garden,_delhi_-_dpcc_1D.csv"
2025-04-11,,,,,,,,,,,,,,,,0.0,,,STN_043,Talkatora Garden,DPCC,"raw_data_data_talkatora_garden,_delhi_-_dpcc_1D.csv"
2025-04-12,,,,,,,,,,,,,,,,0.0,,,STN_043,Talkatora Garden,DPCC,"raw_data_data_talkatora_garden,_delhi_-_dpcc_1D.csv"
2025-04-13,,,,,,,,,,,,,,,,0.0,,,STN_043,Talkatora Garden,DPCC,"raw_data_data_talkatora_garden,_delhi_-_dpcc_1D.csv"
