Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),TOT-RF (mm),SR (W/mt2),BP (mmHg),station_id,station_name,network,source_file
2025-01-01,145.44,225.27,5.1,29.23,19.69,25.45,5.57,1.02,31.54,1.59,8.96,11.05,88.42,,195.78,0.0,71.17,995.48,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-01-02,189.46,295.81,9.11,34.3,25.65,25.67,5.95,1.32,31.47,1.83,9.98,11.72,85.9,,269.53,0.0,74.02,994.74,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-01-03,215.17,334.45,22.59,48.79,44.32,55.77,4.83,1.63,18.04,2.65,15.21,12.36,87.79,,186.96,0.0,66.67,994.62,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-01-04,200.18,267.84,14.27,70.83,49.28,80.61,5.07,1.69,10.93,2.46,14.54,12.17,90.35,,118.94,0.0,64.75,992.84,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-01-05,192.54,310.4,11.89,65.67,44.6,60.89,7.47,1.32,19.94,1.84,6.9,12.51,83.38,,80.34,0.0,90.02,992.82,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-01-06,175.83,256.76,5.41,55.73,34.04,45.6,4.41,1.15,20.29,1.71,7.83,12.77,88.91,,193.9,5.0,56.7,993.96,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-01-07,158.0,225.42,6.24,47.54,30.36,61.48,4.73,1.09,34.26,1.53,8.42,12.51,85.05,,261.72,0.0,38.38,994.88,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-01-08,143.0,220.12,13.17,59.53,42.36,68.8,6.52,1.17,34.71,2.21,13.36,12.89,77.85,,251.23,0.0,117.42,992.35,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-01-09,313.17,459.58,49.2,65.99,75.09,65.42,7.4,1.52,22.96,2.84,14.19,11.82,83.48,,195.11,0.0,98.73,994.58,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-01-10,234.71,322.96,9.51,66.21,42.95,58.49,7.77,1.35,11.19,2.03,11.3,11.44,89.66,,100.09,1.0,60.73,996.44,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-01-11,174.75,245.98,11.28,58.4,40.23,50.95,5.48,1.31,25.95,2.1,10.62,12.12,88.51,,119.4,3.5,56.06,995.23,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-01-12,124.99,168.88,7.52,52.32,33.95,51.14,5.14,1.03,18.47,2.02,9.7,12.49,90.45,,254.67,0.0,54.71,996.18,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-01-13,105.72,147.65,4.08,45.31,27.41,49.9,5.3,0.89,19.92,1.51,9.2,12.74,90.04,,250.27,0.0,94.43,995.42,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-01-14,168.42,246.4,16.78,49.3,39.87,51.19,6.54,1.18,30.77,1.86,10.24,12.36,89.76,,276.67,0.0,105.11,995.64,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-01-15,239.54,336.43,49.28,52.75,68.11,49.07,5.43,1.61,7.58,2.96,17.61,11.12,91.0,,150.43,0.5,35.65,996.97,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-01-16,158.75,229.94,10.15,55.83,37.95,47.81,5.73,1.17,25.44,1.69,7.99,12.74,90.22,,148.61,4.0,75.59,997.75,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-01-17,120.83,169.02,7.25,43.4,28.98,45.07,5.23,0.94,23.52,1.59,11.13,12.04,90.4,,273.57,0.0,100.22,997.15,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-01-18,143.85,219.78,6.98,44.45,29.32,46.3,5.38,1.08,23.88,1.73,7.04,12.71,89.96,,253.6,0.0,89.21,995.22,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-01-19,185.79,278.99,20.84,56.42,46.95,37.13,9.14,1.34,30.52,2.59,11.99,14.08,88.01,,272.57,0.0,107.16,993.85,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-01-20,138.67,213.62,4.49,51.4,30.99,32.57,6.8,0.82,34.29,2.03,13.97,14.86,80.89,,271.15,0.0,119.02,992.12,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-01-21,136.67,215.46,3.49,51.31,30.13,37.86,7.59,0.89,42.65,1.81,12.79,14.53,78.71,,257.06,0.0,122.16,990.81,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-01-22,119.62,214.92,14.82,59.75,43.83,40.22,6.35,0.97,30.68,2.64,16.62,14.63,78.3,,274.92,0.0,121.31,990.61,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-01-23,106.04,182.96,12.27,55.03,39.24,37.98,6.24,0.89,37.3,1.68,11.82,15.12,73.91,,249.11,0.5,125.45,991.89,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-01-24,85.79,167.17,3.09,50.27,29.26,45.24,8.4,0.78,47.9,2.18,17.52,14.81,64.81,,249.84,0.0,129.65,992.06,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-01-25,95.92,188.46,3.7,51.76,30.56,49.6,6.93,0.8,48.0,1.57,13.56,13.99,63.82,,235.39,0.0,137.01,992.0,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-01-26,135.58,237.25,5.67,65.23,39.3,49.93,8.74,0.84,46.17,0.99,9.12,13.01,70.46,,223.91,0.0,144.31,992.37,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-01-27,160.81,277.27,10.21,81.79,49.87,30.76,7.74,0.89,29.31,0.6,8.56,10.24,87.77,,236.02,0.0,15.62,990.15,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-01-28,165.14,319.37,18.08,78.28,56.01,50.54,9.41,1.08,42.61,1.41,15.1,14.16,71.97,,187.59,0.0,150.44,990.13,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-01-29,235.21,358.69,8.81,64.18,41.22,45.2,11.96,1.33,51.15,1.34,17.29,13.95,78.53,,64.94,0.0,111.53,991.53,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-01-30,211.85,322.5,4.18,69.1,37.64,33.17,8.39,0.99,53.37,1.45,7.25,14.97,78.37,,76.87,0.0,151.06,989.25,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-01-31,218.4,373.85,21.81,79.53,55.17,41.65,9.44,0.9,55.33,0.96,8.49,17.13,74.48,,268.2,0.0,163.35,988.37,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-02-01,161.14,250.74,4.06,49.24,29.49,33.01,7.56,1.39,29.09,3.3,13.79,14.7,85.4,,168.76,0.0,81.22,990.41,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-02-02,147.71,239.21,1.9,37.65,21.56,29.93,4.15,1.05,25.98,2.12,12.42,14.33,83.53,,266.12,0.0,91.19,992.19,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-02-03,94.08,161.93,1.42,35.69,20.13,39.41,5.8,0.8,39.71,1.41,9.51,14.38,75.3,,208.94,0.0,128.3,991.44,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-02-04,149.12,242.78,4.63,46.06,28.27,42.95,9.16,1.22,25.08,3.13,10.76,15.06,73.51,,205.26,0.0,63.65,991.39,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-02-05,107.75,173.21,1.48,40.51,22.76,39.45,5.9,1.02,46.27,1.54,12.47,15.06,68.97,,261.93,0.0,159.08,992.11,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-02-06,100.99,183.25,1.33,40.77,22.76,40.88,10.47,0.86,55.03,1.32,8.68,14.83,62.27,,273.52,0.0,165.27,993.69,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-02-07,65.83,149.21,1.22,37.64,21.02,40.54,9.81,0.89,57.1,1.5,13.38,14.69,54.8,,250.25,0.0,165.8,993.12,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-02-08,82.76,173.42,2.0,46.55,26.39,42.12,9.19,0.99,48.52,1.45,13.14,15.1,56.43,,244.69,0.0,161.21,992.2,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-02-09,119.41,218.33,9.45,60.23,39.71,41.76,14.71,1.14,54.33,2.23,16.43,14.95,67.18,,232.85,0.0,160.61,991.48,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-02-10,149.75,281.58,15.19,59.62,44.05,39.95,12.0,1.26,52.67,2.26,16.65,15.68,68.26,,200.99,0.0,145.29,991.29,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-02-11,159.23,283.58,20.4,51.65,44.05,39.04,12.68,1.3,60.93,2.73,15.89,16.28,66.49,,231.44,0.0,155.81,990.57,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-02-12,82.17,188.42,7.07,41.59,27.87,40.48,8.8,0.88,49.01,1.81,13.43,16.3,61.02,,257.95,0.0,169.7,991.77,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-02-13,47.83,132.38,1.2,34.99,19.59,40.88,8.38,0.78,66.43,1.28,12.2,15.9,55.08,,258.11,0.0,172.22,992.74,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-02-14,54.62,141.83,1.25,38.52,21.5,39.96,10.42,0.79,65.97,1.52,14.12,16.04,51.33,,249.51,0.0,163.79,990.92,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-02-15,111.75,206.17,2.51,48.24,27.7,42.28,12.68,0.99,53.23,1.4,6.89,15.96,59.9,,216.74,0.0,139.98,989.09,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-02-16,160.88,247.62,2.55,43.77,25.36,40.94,9.68,1.14,50.83,1.39,4.62,15.92,67.18,,116.44,0.0,128.49,990.41,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-02-17,124.88,251.04,31.38,55.51,55.04,41.28,10.33,1.04,38.4,1.98,12.53,16.56,65.82,,277.84,0.0,162.14,993.01,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-02-18,99.96,217.46,12.87,56.4,40.47,42.63,6.43,0.47,32.93,2.51,20.3,16.74,62.74,,242.5,0.0,151.43,992.56,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-02-19,89.33,197.21,5.48,52.26,32.25,41.28,6.2,0.39,41.78,1.85,14.51,16.66,63.03,,201.8,0.0,155.1,990.83,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-02-20,84.46,189.58,1.92,41.69,23.71,44.36,6.95,0.36,41.22,1.5,9.66,16.99,64.15,,102.61,0.0,136.59,991.51,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-02-21,76.58,128.46,1.32,37.1,20.8,45.33,5.98,0.34,44.96,1.1,4.76,16.22,69.26,,177.7,0.0,121.5,994.25,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-02-22,51.29,91.62,1.17,33.75,18.9,45.76,4.36,0.24,40.35,0.97,8.02,15.54,71.56,,261.26,0.0,147.32,993.93,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-02-23,77.42,141.96,2.1,41.51,23.78,44.83,4.55,0.31,39.93,1.3,10.49,15.84,68.97,,265.72,0.0,174.7,994.73,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-02-24,93.46,178.03,13.79,42.06,33.57,43.19,6.29,0.48,42.03,1.55,7.05,16.06,69.81,,269.58,0.0,163.55,995.71,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-02-25,112.13,233.21,21.85,52.23,45.33,42.39,6.98,0.58,37.8,1.83,12.76,16.69,65.7,,254.7,0.0,155.02,995.99,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-02-26,134.88,333.71,29.68,55.74,53.77,45.33,12.95,0.78,8.94,2.67,16.68,18.54,62.2,,104.6,0.0,137.0,995.56,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-02-27,77.5,187.17,8.35,41.35,28.78,41.19,5.5,0.57,2.93,1.27,8.95,17.3,69.66,,104.59,0.0,59.09,992.81,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-02-28,62.75,129.54,2.98,37.53,22.38,40.35,6.18,0.93,28.78,0.79,3.98,17.75,69.47,,99.51,0.0,106.45,989.36,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-03-01,48.22,95.8,2.22,27.4,16.39,36.29,5.51,0.87,3.59,0.4,0.95,17.57,74.03,,163.2,2.0,139.8,990.76,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-03-02,48.02,99.5,2.67,32.73,19.58,37.22,4.81,0.86,4.46,0.61,2.82,16.83,64.71,,265.62,0.0,188.29,990.28,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-03-03,74.54,190.75,9.04,49.92,33.9,42.47,10.26,1.01,4.28,1.17,5.09,17.28,59.51,,210.93,0.0,170.26,988.95,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-03-04,67.04,161.08,2.57,41.23,24.02,40.26,7.68,0.88,6.12,1.13,6.74,17.59,61.41,,245.23,0.0,169.4,990.65,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-03-05,32.4,115.17,1.02,31.7,17.69,39.76,9.59,0.76,6.26,1.15,10.79,15.87,53.62,,283.44,0.0,176.73,991.7,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-03-06,56.75,156.25,14.93,43.31,35.18,39.19,7.18,0.96,6.07,0.8,8.04,16.36,50.62,,256.46,0.0,185.75,989.86,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-03-07,93.56,197.29,23.35,51.41,46.31,39.51,9.77,1.04,5.77,0.76,6.23,16.68,59.91,,218.09,0.0,181.21,988.83,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-03-08,93.25,181.79,2.39,43.78,25.24,39.94,9.45,1.03,5.66,0.59,4.95,17.75,57.99,,249.99,0.0,186.05,987.31,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-03-09,109.58,223.46,9.7,50.21,34.59,41.08,13.19,1.12,8.73,0.67,3.83,18.66,61.53,,118.48,0.0,170.83,990.33,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-03-10,135.75,261.89,1.3,44.56,24.76,40.04,14.66,1.24,7.97,0.49,1.22,19.43,56.38,,71.22,0.0,150.8,993.41,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-03-11,165.88,313.92,5.29,57.13,34.69,29.07,15.07,1.35,107.23,0.6,2.45,19.39,63.94,,126.01,0.0,132.89,991.23,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-03-12,85.27,179.84,1.87,41.71,23.71,27.35,10.87,1.17,6.08,0.75,6.33,19.9,62.38,,256.72,0.0,172.61,987.34,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-03-13,102.83,212.96,1.74,42.69,24.13,29.13,15.08,0.96,12.69,0.47,3.26,20.15,61.47,,240.2,0.0,152.89,985.43,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-03-14,100.83,188.42,4.64,36.11,22.97,26.84,11.66,0.97,202.61,0.52,1.74,19.66,66.16,,167.9,5.0,148.02,986.94,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-03-15,21.44,49.69,1.49,23.69,13.81,35.91,5.0,0.78,,0.52,1.26,19.34,59.78,,151.45,0.0,177.09,988.59,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-03-16,34.04,73.67,2.82,21.59,13.78,42.28,13.1,0.81,,0.71,5.21,18.88,61.4,,257.28,0.0,198.55,989.79,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-03-17,52.05,104.62,3.5,24.16,15.7,44.64,13.72,0.87,27.02,0.82,5.29,18.41,64.19,,217.39,0.0,191.03,990.76,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-03-18,59.96,132.17,2.69,24.12,15.02,46.02,15.47,0.84,12.4,1.25,11.14,18.54,60.6,,261.07,0.0,203.66,990.57,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-03-19,90.12,185.64,5.55,31.64,21.35,44.18,25.33,0.9,7.03,1.2,11.6,19.44,55.1,,200.54,0.0,207.65,991.07,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-03-20,83.92,215.96,23.88,32.69,36.79,43.03,17.82,0.91,6.64,1.24,10.97,19.53,57.16,,179.99,0.0,208.46,992.45,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-03-21,69.88,154.17,2.65,26.38,16.18,44.13,19.59,0.83,7.48,0.81,5.56,19.66,53.49,,255.85,0.0,209.45,991.94,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-03-22,98.25,207.62,4.85,33.55,21.79,47.02,24.14,0.94,7.52,0.76,5.16,19.47,56.19,,272.06,0.0,185.9,990.52,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-03-23,113.19,254.42,11.86,32.53,26.94,47.26,18.58,0.96,8.99,0.96,5.06,19.6,57.58,,274.29,0.0,202.75,991.92,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-03-24,104.08,204.45,10.64,28.85,23.99,45.22,17.98,1.04,8.99,0.58,1.44,19.74,57.43,,276.5,0.0,199.48,991.26,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-03-25,120.29,236.83,2.68,28.37,17.27,46.89,24.37,1.06,9.1,0.57,1.33,20.44,54.09,,190.68,0.0,198.01,987.03,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-03-26,124.33,296.79,8.87,38.45,27.66,47.63,21.14,1.11,8.76,0.87,2.76,21.85,49.16,,213.21,0.0,192.9,984.2,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-03-27,122.05,323.0,21.45,32.91,34.94,46.52,24.78,1.05,5.47,0.93,4.6,22.46,49.67,,279.07,0.0,180.24,983.72,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-03-28,55.24,238.38,6.37,18.19,14.85,44.48,16.99,0.74,9.44,0.55,2.53,25.63,43.92,,269.18,0.0,220.77,986.57,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-03-29,36.92,138.49,2.03,16.38,10.36,42.92,18.05,0.77,10.29,0.69,4.49,26.33,40.24,,274.54,0.0,200.27,987.34,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-03-30,46.56,120.65,2.22,19.45,12.15,43.14,20.01,0.8,7.69,0.77,3.93,27.39,40.58,,285.38,0.0,227.61,987.57,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-03-31,55.25,127.27,2.31,21.0,13.05,43.06,20.51,0.88,6.78,0.83,2.69,28.23,41.39,,286.3,0.0,225.06,987.65,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-04-01,50.45,155.99,2.31,24.76,15.05,40.85,14.93,1.12,6.22,0.83,3.03,28.61,39.13,,288.18,0.0,223.87,986.65,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-04-02,113.21,297.34,12.76,45.99,34.84,42.61,28.51,1.32,6.05,1.39,7.47,28.76,41.58,,272.21,0.0,214.56,987.71,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-04-03,98.08,263.17,15.66,44.52,36.4,42.59,24.93,1.41,7.62,1.92,10.2,29.51,41.29,,228.04,0.0,195.69,988.12,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-04-04,89.17,259.33,16.39,36.57,32.78,42.74,15.31,1.21,5.44,1.35,9.36,30.61,38.4,,267.94,0.0,205.09,987.82,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-04-05,54.71,184.96,2.77,36.48,21.66,45.38,16.82,0.79,4.68,1.16,9.09,30.29,39.45,,301.52,0.0,216.03,985.93,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-04-06,101.54,274.44,5.94,43.74,28.09,45.81,26.95,0.5,6.31,0.97,5.51,30.47,41.71,,297.42,0.0,201.67,984.03,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-04-07,80.93,227.51,5.76,43.01,27.56,43.87,18.21,0.58,22.2,0.58,1.06,31.29,45.28,,96.15,0.0,196.3,985.36,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-04-08,138.88,346.92,1.87,34.13,19.68,47.01,27.54,0.68,7.41,0.5,1.04,31.81,44.41,,74.0,0.0,177.15,987.33,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-04-09,123.29,310.62,1.81,31.89,18.44,38.62,23.14,0.72,6.31,0.49,0.78,32.57,47.96,,84.4,0.0,170.1,984.94,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-04-10,80.53,286.86,1.97,33.73,19.54,38.41,17.7,0.4,5.5,0.35,0.71,32.54,42.44,,152.49,0.0,180.9,980.91,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-04-11,42.31,141.62,1.94,24.93,14.6,42.0,9.38,0.21,3.28,0.24,0.25,29.57,55.05,,123.61,9.0,198.13,981.0,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-04-12,39.92,86.62,2.32,38.8,21.96,49.92,11.93,0.33,10.39,10.15,0.31,29.42,55.96,,86.28,0.0,239.46,984.14,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-04-13,59.29,127.79,2.26,50.04,28.46,64.22,22.86,0.39,11.88,4.22,0.26,29.88,50.04,,65.53,0.0,196.41,985.53,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-04-14,95.58,258.38,3.45,54.09,31.58,66.02,23.46,0.53,11.59,2.62,0.63,30.91,49.73,,69.29,0.0,202.76,985.77,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-04-15,91.79,254.04,1.36,50.24,27.82,65.36,29.32,0.56,11.42,1.79,0.76,31.51,47.32,,91.68,0.0,185.2,985.98,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-04-16,114.17,300.12,2.39,54.39,30.88,68.72,27.67,0.65,9.97,1.35,1.25,32.19,46.9,,90.43,0.0,179.68,984.43,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-04-17,81.33,283.12,1.13,49.08,27.02,64.09,20.91,0.47,12.21,1.13,1.11,32.68,44.81,,96.38,0.0,195.31,982.09,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-04-18,81.5,269.0,0.96,43.2,23.75,66.08,23.53,0.43,10.14,0.83,0.62,32.13,51.51,,85.59,9.0,189.22,980.67,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-04-19,51.04,141.21,1.22,46.84,25.9,67.0,16.33,0.41,8.28,0.61,0.36,31.36,55.52,,105.12,0.0,198.84,980.85,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-04-20,60.75,182.29,0.96,46.15,25.32,71.44,17.92,0.47,33.69,0.55,0.6,32.56,52.32,,91.73,0.0,198.77,980.83,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-04-21,86.67,298.83,1.47,50.13,27.86,62.53,20.56,0.45,55.45,0.46,0.49,33.27,41.45,,173.89,0.0,213.35,983.79,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-04-22,118.67,352.67,10.1,58.79,38.62,47.41,32.18,0.49,52.92,0.8,5.27,31.3,32.87,,271.31,0.0,185.15,985.26,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
2025-04-23,113.96,326.62,1.96,61.5,34.01,18.38,31.97,0.45,52.13,1.43,10.97,30.95,32.24,,269.32,0.0,185.23,982.88,STN_001,Alipur,DPCC,"raw_data_data_alipur,_delhi_-_dpcc_1D.csv"
