country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC","11-07-2026 18:00:00",28.672342,77.31526,PM2.5,30,113,64
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC","11-07-2026 18:00:00",28.672342,77.31526,NO2,22,68,38
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC","11-07-2026 18:00:00",28.570173,76.933762,NO2,12,31,17
India,Delhi,Delhi,"Mundka, Delhi - DPCC","11-07-2026 18:00:00",28.684678,77.076574,PM10,51,355,160
India,Delhi,Delhi,"Mundka, Delhi - DPCC","11-07-2026 18:00:00",28.684678,77.076574,CO,33,36,35
India,Delhi,Delhi,"Cantonment Area, Delhi - DPCC","11-07-2026 18:00:00",28.594169,77.1251,PM2.5,3,99,38
India,Delhi,Delhi,"Pusa, Delhi - DPCC","11-07-2026 18:00:00",28.639652,77.146275,NH3,7,17,13
India,Delhi,Delhi,"Pusa, Delhi - DPCC","11-07-2026 18:00:00",28.639652,77.146275,OZONE,5,7,6
India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC","11-07-2026 18:00:00",28.674045,77.131023,PM2.5,13,353,93
India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC","11-07-2026 18:00:00",28.674045,77.131023,NO2,12,37,22
India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC","11-07-2026 18:00:00",28.674045,77.131023,CO,27,37,32
India,Delhi,Delhi,"Shadipur, Delhi - CPCB","11-07-2026 18:00:00",28.6514781,77.1473105,NH3,7,42,16
India,Delhi,Delhi,"IGNOU_Maidan Garhi, Delhi - DPCC","11-07-2026 18:00:00",28.493624,77.201159,PM2.5,10,43,22
India,Delhi,Delhi,"IGNOU_Maidan Garhi, Delhi - DPCC","11-07-2026 18:00:00",28.493624,77.201159,NO2,5,24,15
India,Delhi,Delhi,"IGNOU_Maidan Garhi, Delhi - DPCC","11-07-2026 18:00:00",28.493624,77.201159,NH3,0,17,3
India,Delhi,Delhi,"IGI Airport (T3), Delhi - IITM","11-07-2026 18:00:00",28.5627763,77.1180053,SO2,NA,NA,NA
India,Delhi,Delhi,"IGI Airport (T3), Delhi - IITM","11-07-2026 18:00:00",28.5627763,77.1180053,OZONE,59,93,76
India,Delhi,Delhi,"Sirifort, Delhi - CPCB","11-07-2026 18:00:00",28.5504249,77.2159377,PM2.5,43,192,86
India,Delhi,Delhi,"Chandni Chowk, Delhi - IITM","11-07-2026 18:00:00",28.656756,77.227234,PM10,56,166,116
India,Delhi,Delhi,"Chandni Chowk, Delhi - IITM","11-07-2026 18:00:00",28.656756,77.227234,NO2,16,77,31
India,Delhi,Delhi,"Chandni Chowk, Delhi - IITM","11-07-2026 18:00:00",28.656756,77.227234,SO2,23,102,86
India,Delhi,Delhi,"Chandni Chowk, Delhi - IITM","11-07-2026 18:00:00",28.656756,77.227234,CO,49,54,52
India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IITM","11-07-2026 18:00:00",28.5512005,77.2735737,CO,66,81,74
India,Delhi,Delhi,"Aya Nagar, Delhi - IITM","11-07-2026 18:00:00",28.4706914,77.1099364,PM10,47,388,142
India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB","11-07-2026 18:00:00",28.60909,77.0325413,PM2.5,62,284,117
India,Delhi,Delhi,"Talkatora Garden, Delhi - DPCC","11-07-2026 18:00:00",28.62181,77.1944633,CO,27,40,33
India,Delhi,Delhi,"Commonwealth Sports Complex, Delhi - DPCC","11-07-2026 18:00:00",28.615828,77.271992,NO2,17,62,31
India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC","11-07-2026 18:00:00",28.611281,77.237738,PM10,55,361,162
India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC","11-07-2026 18:00:00",28.611281,77.237738,NH3,6,14,8
India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC","11-07-2026 18:00:00",28.611281,77.237738,SO2,0,7,4
India,Delhi,Delhi,"Bawana, Delhi - DPCC","11-07-2026 18:00:00",28.7762,77.051074,NO2,1,24,6
India,Delhi,Delhi,"Bawana, Delhi - DPCC","11-07-2026 18:00:00",28.7762,77.051074,SO2,2,3,3
India,Delhi,Delhi,"Bawana, Delhi - DPCC","11-07-2026 18:00:00",28.7762,77.051074,CO,34,46,39
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC","11-07-2026 18:00:00",28.56789,77.250515,PM2.5,38,160,79
India,Delhi,Delhi,"Patparganj, Delhi - DPCC","11-07-2026 18:00:00",28.623763,77.287209,PM2.5,15,103,58
India,Delhi,Delhi,"Patparganj, Delhi - DPCC","11-07-2026 18:00:00",28.623763,77.287209,NH3,5,7,6
India,Delhi,Delhi,"Patparganj, Delhi - DPCC","11-07-2026 18:00:00",28.623763,77.287209,CO,30,33,32
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC","11-07-2026 18:00:00",28.58028,77.233829,PM2.5,45,95,73
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC","11-07-2026 18:00:00",28.58028,77.233829,PM10,49,335,164
India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB","11-07-2026 18:00:00",28.6811736,77.3025234,PM2.5,13,500,267
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC","11-07-2026 18:00:00",28.695381,77.181665,PM2.5,27,117,66
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC","11-07-2026 18:00:00",28.695381,77.181665,PM10,78,410,186
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC","11-07-2026 18:00:00",28.695381,77.181665,NO2,9,35,21
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC","11-07-2026 18:00:00",28.695381,77.181665,SO2,6,17,12
India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ","11-07-2026 18:00:00",28.5710274,77.0719006,NH3,5,10,7
India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ","11-07-2026 18:00:00",28.5710274,77.0719006,OZONE,15,22,17
India,Delhi,Delhi,"IIT Delhi, Delhi - IITM","11-07-2026 18:00:00",28.54246,77.191651,NO2,15,68,38
India,Delhi,Delhi,"IIT Delhi, Delhi - IITM","11-07-2026 18:00:00",28.54246,77.191651,NH3,NA,NA,NA
India,Delhi,Delhi,"IIT Delhi, Delhi - IITM","11-07-2026 18:00:00",28.54246,77.191651,OZONE,32,44,40
India,Delhi,Delhi,"ITO, Delhi - CPCB","11-07-2026 18:00:00",28.628624,77.24106,PM10,32,242,124
India,Delhi,Delhi,"ITO, Delhi - CPCB","11-07-2026 18:00:00",28.628624,77.24106,NO2,19,108,60
India,Delhi,Delhi,"ITO, Delhi - CPCB","11-07-2026 18:00:00",28.628624,77.24106,NH3,1,6,4
India,Delhi,Delhi,"ITO, Delhi - CPCB","11-07-2026 18:00:00",28.628624,77.24106,OZONE,36,43,38
India,Delhi,Delhi,"Alipur, Delhi - DPCC","11-07-2026 18:00:00",28.815329,77.15301,CO,22,26,23
India,Delhi,Delhi,"Burari Crossing, Delhi - IITM","11-07-2026 18:00:00",28.7256504,77.2011573,PM2.5,6,150,63
India,Delhi,Delhi,"Burari Crossing, Delhi - IITM","11-07-2026 18:00:00",28.7256504,77.2011573,SO2,NA,NA,NA
India,Delhi,Delhi,"Narela, Delhi - DPCC","11-07-2026 18:00:00",28.822836,77.101981,NH3,5,10,7
India,Delhi,Delhi,"JNU, Delhi - DPCC","11-07-2026 18:00:00",28.540721,77.168544,PM2.5,21,165,57
India,Delhi,Delhi,"JNU, Delhi - DPCC","11-07-2026 18:00:00",28.540721,77.168544,PM10,60,289,119
India,Delhi,Delhi,"JNU, Delhi - DPCC","11-07-2026 18:00:00",28.540721,77.168544,NH3,1,12,3
India,Delhi,Delhi,"JNU, Delhi - DPCC","11-07-2026 18:00:00",28.540721,77.168544,SO2,0,2,1
India,Delhi,Delhi,"JNU, Delhi - DPCC","11-07-2026 18:00:00",28.540721,77.168544,CO,11,16,14
India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB","11-07-2026 18:00:00",28.60909,77.0325413,CO,49,61,52
India,Delhi,Delhi,"NSUT Jaffarpur, Delhi - DPCC","11-07-2026 18:00:00",28.594004,76.909423,PM2.5,29,101,55
India,Delhi,Delhi,"NSUT Jaffarpur, Delhi - DPCC","11-07-2026 18:00:00",28.594004,76.909423,NH3,1,7,4
India,Delhi,Delhi,"Talkatora Garden, Delhi - DPCC","11-07-2026 18:00:00",28.62181,77.1944633,PM2.5,24,103,53
India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB","11-07-2026 18:00:00",28.6811736,77.3025234,NH3,6,6,6
India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB","11-07-2026 18:00:00",28.6811736,77.3025234,OZONE,56,249,123
India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC","11-07-2026 18:00:00",28.531346,77.190156,PM10,55,348,114
India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC","11-07-2026 18:00:00",28.531346,77.190156,NH3,NA,NA,NA
India,Delhi,Delhi,"Rohini, Delhi - DPCC","11-07-2026 18:00:00",28.732528,77.11992,SO2,6,7,7
India,Delhi,Delhi,"Jahangirpuri, Delhi - DPCC","11-07-2026 18:00:00",28.73282,77.170633,PM10,117,433,239
India,Delhi,Delhi,"Jahangirpuri, Delhi - DPCC","11-07-2026 18:00:00",28.73282,77.170633,NO2,16,48,28
India,Delhi,Delhi,"Jahangirpuri, Delhi - DPCC","11-07-2026 18:00:00",28.73282,77.170633,NH3,2,6,6
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC","11-07-2026 18:00:00",28.570173,76.933762,PM10,48,274,136
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC","11-07-2026 18:00:00",28.570173,76.933762,NH3,5,8,6
India,Delhi,Delhi,"Mundka, Delhi - DPCC","11-07-2026 18:00:00",28.684678,77.076574,NO2,76,105,89
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC","11-07-2026 18:00:00",28.699793,77.165453,PM10,117,453,248
India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC","11-07-2026 18:00:00",28.498571,77.26484,PM2.5,10,93,44
India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC","11-07-2026 18:00:00",28.498571,77.26484,NH3,5,8,6
India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC","11-07-2026 18:00:00",28.498571,77.26484,CO,20,26,23
India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC","11-07-2026 18:00:00",28.647622,77.315809,NH3,5,9,7
India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC","11-07-2026 18:00:00",28.647622,77.315809,CO,42,65,53
India,Delhi,Delhi,"Pusa, Delhi - IITM","11-07-2026 18:00:00",28.63611,77.173332,CO,24,28,27
India,Delhi,Delhi,"Cantonment Area, Delhi - DPCC","11-07-2026 18:00:00",28.594169,77.1251,PM10,33,251,104
India,Delhi,Delhi,"Cantonment Area, Delhi - DPCC","11-07-2026 18:00:00",28.594169,77.1251,NH3,0,7,3
India,Delhi,Delhi,"Cantonment Area, Delhi - DPCC","11-07-2026 18:00:00",28.594169,77.1251,SO2,3,10,6
India,Delhi,Delhi,"Cantonment Area, Delhi - DPCC","11-07-2026 18:00:00",28.594169,77.1251,OZONE,25,38,33
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC","11-07-2026 18:00:00",28.636429,77.201067,SO2,1,15,8
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC","11-07-2026 18:00:00",28.636429,77.201067,CO,89,92,91
India,Delhi,Delhi,"Pusa, Delhi - DPCC","11-07-2026 18:00:00",28.639652,77.146275,PM10,63,401,196
India,Delhi,Delhi,"Pusa, Delhi - DPCC","11-07-2026 18:00:00",28.639652,77.146275,NO2,26,95,50
India,Delhi,Delhi,"Talkatora Garden, Delhi - DPCC","11-07-2026 18:00:00",28.62181,77.1944633,NO2,9,40,20
India,Delhi,Delhi,"Talkatora Garden, Delhi - DPCC","11-07-2026 18:00:00",28.62181,77.1944633,OZONE,15,26,22
India,Delhi,Delhi,"Commonwealth Sports Complex, Delhi - DPCC","11-07-2026 18:00:00",28.615828,77.271992,PM2.5,25,110,62
India,Delhi,Delhi,"Commonwealth Sports Complex, Delhi - DPCC","11-07-2026 18:00:00",28.615828,77.271992,NH3,2,6,3
India,Delhi,Delhi,"Commonwealth Sports Complex, Delhi - DPCC","11-07-2026 18:00:00",28.615828,77.271992,SO2,7,11,8
India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC","11-07-2026 18:00:00",28.674045,77.131023,OZONE,1,11,5
India,Delhi,Delhi,"Shadipur, Delhi - CPCB","11-07-2026 18:00:00",28.6514781,77.1473105,PM10,55,263,126
India,Delhi,Delhi,"Shadipur, Delhi - CPCB","11-07-2026 18:00:00",28.6514781,77.1473105,CO,34,53,43
India,Delhi,Delhi,"IGI Airport (T3), Delhi - IITM","11-07-2026 18:00:00",28.5627763,77.1180053,PM2.5,18,187,75
India,Delhi,Delhi,"IGI Airport (T3), Delhi - IITM","11-07-2026 18:00:00",28.5627763,77.1180053,CO,34,36,35
India,Delhi,Delhi,"Sirifort, Delhi - CPCB","11-07-2026 18:00:00",28.5504249,77.2159377,PM10,61,347,144
India,Delhi,Delhi,"Sirifort, Delhi - CPCB","11-07-2026 18:00:00",28.5504249,77.2159377,NO2,4,24,12
India,Delhi,Delhi,"Sirifort, Delhi - CPCB","11-07-2026 18:00:00",28.5504249,77.2159377,CO,1,5,2
India,Delhi,Delhi,"Sirifort, Delhi - CPCB","11-07-2026 18:00:00",28.5504249,77.2159377,OZONE,13,23,17
